#,Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz
0.606,-46321.8,0.0000000000000147398,-66696.2,1.98789E-035,3.67665E-019,-3.36008E-035,-59.1394,9.83494E-016,19.9579,
0.607,-46681.7,0.0000000000000148089,-66608.5,-1.16773E-035,-1.08036E-018,-2.94157E-035,-59.0063,9.83487E-016,19.7675,
0.608,-47042.4,0.0000000000000148776,-66518.4,-1.18008E-035,3.67665E-019,-2.93669E-035,-58.8741,9.83481E-016,19.5763,
0.609,-47403.7,0.0000000000000149461,-66426.1,1.15333E-035,3.67665E-019,-3.43565E-035,-58.7426,9.83475E-016,19.3843,
0.61,-47765.8,0.0000000000000150143,-66331.4,1.13872E-035,3.67665E-019,-3.44052E-035,-58.612,9.83469E-016,19.1916,
0.611,-48128.5,0.0000000000000150822,-66234.4,1.12405E-035,3.67665E-019,-3.44533E-035,-58.4823,9.83463E-016,18.9982,
0.612,-48491.8,0.0000000000000151498,-66135.1,-1.49048E-035,3.67665E-019,-3.2011E-035,-58.3534,9.83458E-016,18.804,
0.613,-48855.8,0.000000000000015217,-66033.4,7.4641E-036,-1.08036E-018,-3.84862E-035,-58.2253,9.83453E-016,18.609,
0.614,-49220.5,0.000000000000015284,-65929.4,7.29857E-036,3.67665E-019,-3.85192E-035,-58.0981,9.83448E-016,18.4133,
0.615,-49585.7,0.0000000000000153506,-65823,7.13176E-036,-1.08036E-018,-3.855E-035,-57.9717,9.83444E-016,18.2169,
0.616,-49951.5,0.0000000000000154168,-65714.2,1.18405E-035,3.67665E-019,3.19964E-035,-57.8462,9.8344E-016,18.0197,
0.617,-50317.8,0.0000000000000154828,-65603.1,1.6064E-035,3.67665E-019,3.05712E-035,-57.7216,9.83436E-016,17.8218,
0.618,-50684.8,0.0000000000000155483,-65489.6,-1.10716E-034,-1.08036E-018,-5.92312E-035,-57.5979,9.83433E-016,17.6232,
0.619,-51052.2,0.0000000000000156135,-65373.6,-4.96316E-035,-1.08036E-018,-7.01941E-035,-57.475,9.8343E-016,17.4238,
0.62,-51420.2,0.0000000000000156783,-65255.3,-2.91361E-036,-1.08036E-018,-2.2051E-035,-57.3531,9.83427E-016,17.2238,
0.621,-51788.7,0.0000000000000157427,-65134.5,4.38974E-035,3.67665E-019,1.82783E-034,-57.232,9.83425E-016,17.023,
0.622,-52157.6,0.0000000000000158067,-65011.3,8.62341E-035,3.67665E-019,1.47685E-034,-57.1119,9.83423E-016,16.8215,
0.623,-52527,0.0000000000000158703,-64885.7,6.50025E-036,3.67665E-019,-1.34582E-035,-56.9927,9.83421E-016,16.6193,
0.624,-52896.9,0.0000000000000159335,-64757.7,6.44073E-036,3.67665E-019,-1.34863E-035,-56.8744,9.8342E-016,16.4164,
0.625,-53267.2,0.0000000000000159963,-64627.2,6.38214E-036,-1.08036E-018,-1.35142E-035,-56.757,9.83419E-016,16.2128,
0.626,-53637.9,0.0000000000000160586,-64494.2,-3.77847E-035,-1.08036E-018,2.64964E-035,-56.6405,9.83418E-016,16.0085,
0.627,-54009,0.0000000000000161205,-64358.8,-2.14981E-035,3.67665E-019,2.08292E-035,-56.525,9.83418E-016,15.8036,
0.628,-54380.4,0.000000000000016182,-64220.9,-2.14058E-035,3.67665E-019,2.09247E-035,-56.4105,9.83418E-016,15.5979,
0.629,-54752.2,0.0000000000000162429,-64080.6,-5.70971E-036,3.67665E-019,1.5288E-035,-56.2969,9.83419E-016,15.3916,
0.63,-55124.4,0.0000000000000163035,-63937.8,-5.64123E-036,3.67665E-019,1.53136E-035,-56.1842,9.83419E-016,15.1846,
0.631,-55496.9,0.0000000000000163635,-63792.4,9.52487E-036,3.67665E-019,9.70921E-036,-56.0725,9.83421E-016,14.9769,
0.632,-55869.7,0.000000000000016423,-63644.6,9.56854E-036,3.67665E-019,9.66693E-036,-55.9618,9.83422E-016,14.7686,
0.633,-56242.7,0.0000000000000164821,-63494.3,-1.63875E-035,3.67665E-019,3.95342E-035,-55.852,9.83424E-016,14.5596,
0.634,-56616.1,0.0000000000000165406,-63341.5,-1.62104E-035,-1.08036E-018,3.96077E-035,-55.7433,9.83427E-016,14.35,
0.635,-56989.7,0.0000000000000165986,-63186.1,2.96662E-035,3.67665E-019,-4.10271E-036,-55.6355,9.83429E-016,14.1397,
0.636,-57363.5,0.0000000000000166561,-63028.3,-2.54323E-035,3.67665E-019,-2.33689E-035,-55.5287,9.83432E-016,13.9288,
0.637,-57737.5,0.0000000000000167131,-62867.9,-2.65564E-035,-1.08036E-018,-5.28736E-036,-55.4229,9.83436E-016,13.7173,
0.638,-58111.7,0.0000000000000167695,-62705,-1.27799E-035,3.67665E-019,-1.04292E-035,-55.3181,9.8344E-016,13.5051,
0.639,-58486.1,0.0000000000000168253,-62539.5,-1.28272E-035,3.67665E-019,-1.03709E-035,-55.2143,9.83444E-016,13.2923,
0.64,-58860.6,0.0000000000000168806,-62371.5,1.86221E-035,-1.08036E-018,3.87064E-035,-55.1115,9.83449E-016,13.0789,
0.641,-59235.2,0.0000000000000169354,-62201,1.35453E-035,-1.08036E-018,9.28501E-036,-55.0098,9.83454E-016,12.8649,
0.642,-59610,0.0000000000000169895,-62027.9,3.23018E-035,3.67665E-019,-1.55523E-037,-54.9091,9.83459E-016,12.6503,
0.643,-59984.9,0.0000000000000170431,-61852.3,3.23005E-035,3.67665E-019,-3.02068E-037,-54.8094,9.83465E-016,12.4351,
0.644,-60359.8,0.000000000000017096,-61674.1,-4.94041E-035,3.67665E-019,-4.1593E-035,-54.7107,9.83471E-016,12.2193,
0.645,-60734.8,0.0000000000000171484,-61493.3,-4.50701E-035,3.67665E-019,-6.34254E-035,-54.6131,9.83477E-016,12.0029,
0.646,-61109.8,0.0000000000000172001,-61310,-6.84189E-035,3.67665E-019,-5.43331E-035,-54.5165,9.83484E-016,11.7859,
0.647,-61484.9,0.0000000000000172512,-61124.1,-2.33164E-035,3.67665E-019,-1.48385E-035,-54.421,9.83492E-016,11.5684,
0.648,-61859.9,0.0000000000000173017,-60935.6,-2.33844E-035,-1.08036E-018,-1.4731E-035,-54.3265,9.83499E-016,11.3503,
0.649,-62235,0.0000000000000173516,-60744.5,-2.34503E-035,3.67665E-019,-1.46247E-035,-54.2331,9.83507E-016,11.1316,
0.65,-62609.9,0.0000000000000174007,-60550.9,-3.80822E-035,3.67665E-019,3.66295E-035,-54.1408,9.83516E-016,10.9124,
0.651,-62984.8,0.0000000000000174493,-60354.6,-3.79127E-035,3.67665E-019,3.68049E-035,-54.0495,9.83525E-016,10.6926,
